time,open,high,low,close,tick_volume,spread,real_volume
2026-07-16 20:10:00,162.499,162.502,162.494,162.5,132,3,0
2026-07-16 20:15:00,162.5,162.502,162.487,162.489,235,3,0
2026-07-16 20:20:00,162.488,162.489,162.484,162.485,152,3,0
2026-07-16 20:25:00,162.485,162.496,162.474,162.474,193,3,0
2026-07-16 20:30:00,162.475,162.475,162.46,162.465,136,3,0
2026-07-16 20:35:00,162.465,162.487,162.465,162.483,190,3,0
2026-07-16 20:40:00,162.484,162.485,162.469,162.473,252,3,0
2026-07-16 20:45:00,162.473,162.474,162.429,162.429,229,3,0
2026-07-16 20:50:00,162.428,162.443,162.411,162.416,289,3,0
2026-07-16 20:55:00,162.415,162.416,162.396,162.412,258,3,0
2026-07-16 21:00:00,162.412,162.414,162.401,162.412,359,3,0
2026-07-16 21:05:00,162.412,162.425,162.399,162.408,298,3,0
2026-07-16 21:10:00,162.407,162.416,162.374,162.377,318,3,0
2026-07-16 21:15:00,162.378,162.389,162.371,162.389,155,3,0
2026-07-16 21:20:00,162.388,162.403,162.375,162.401,297,3,0
2026-07-16 21:25:00,162.401,162.415,162.384,162.388,233,3,0
2026-07-16 21:30:00,162.389,162.404,162.383,162.403,219,3,0
2026-07-16 21:35:00,162.404,162.414,162.394,162.399,234,3,0
2026-07-16 21:40:00,162.399,162.401,162.387,162.392,262,3,0
2026-07-16 21:45:00,162.393,162.403,162.385,162.399,185,3,0
2026-07-16 21:50:00,162.398,162.406,162.397,162.399,197,3,0
2026-07-16 21:55:00,162.399,162.401,162.384,162.391,277,3,0
2026-07-16 22:00:00,162.391,162.394,162.376,162.388,151,3,0
2026-07-16 22:05:00,162.388,162.406,162.388,162.402,101,4,0
2026-07-16 22:10:00,162.402,162.412,162.39,162.398,90,4,0
2026-07-16 22:15:00,162.397,162.413,162.396,162.402,135,4,0
2026-07-16 22:20:00,162.402,162.423,162.401,162.42,186,4,0
2026-07-16 22:25:00,162.421,162.432,162.417,162.423,106,4,0
2026-07-16 22:30:00,162.422,162.425,162.399,162.415,236,4,0
2026-07-16 22:35:00,162.414,162.418,162.403,162.408,241,4,0
2026-07-16 22:40:00,162.408,162.416,162.404,162.412,143,4,0
2026-07-16 22:45:00,162.412,162.413,162.388,162.391,97,4,0
2026-07-16 22:50:00,162.39,162.395,162.387,162.391,120,4,0
2026-07-16 22:55:00,162.391,162.404,162.384,162.404,206,4,0
2026-07-16 23:00:00,162.404,162.407,162.379,162.38,159,4,0
2026-07-16 23:05:00,162.38,162.397,162.378,162.381,115,4,0
2026-07-16 23:10:00,162.381,162.394,162.38,162.394,75,4,0
2026-07-16 23:15:00,162.394,162.394,162.38,162.384,67,4,0
2026-07-16 23:20:00,162.384,162.394,162.38,162.392,40,4,0
2026-07-16 23:25:00,162.393,162.4,162.373,162.381,103,4,0
2026-07-16 23:30:00,162.381,162.389,162.354,162.367,137,4,0
2026-07-16 23:35:00,162.367,162.368,162.359,162.366,90,4,0
2026-07-16 23:40:00,162.366,162.37,162.363,162.368,60,4,0
2026-07-16 23:45:00,162.367,162.37,162.355,162.363,130,5,0
2026-07-16 23:50:00,162.362,162.362,162.35,162.355,122,20,0
2026-07-16 23:55:00,162.354,162.379,162.349,162.379,225,18,0
2026-07-17 00:00:00,162.379,162.382,162.379,162.381,9,40,0
2026-07-17 00:05:00,162.377,162.382,162.369,162.369,13,53,0
2026-07-17 00:10:00,162.369,162.371,162.298,162.352,20,55,0
2026-07-17 00:15:00,162.352,162.356,162.338,162.342,16,44,0
2026-07-17 00:20:00,162.342,162.358,162.342,162.344,9,40,0
2026-07-17 00:25:00,162.344,162.356,162.34,162.342,12,45,0
2026-07-17 00:30:00,162.342,162.358,162.342,162.342,8,42,0
2026-07-17 00:35:00,162.345,162.358,162.341,162.357,13,42,0
2026-07-17 00:40:00,162.344,162.382,162.339,162.364,16,34,0
2026-07-17 00:45:00,162.364,162.365,162.339,162.363,14,36,0
2026-07-17 00:50:00,162.363,162.367,162.336,162.337,14,31,0
2026-07-17 00:55:00,162.337,162.369,162.336,162.369,16,32,0
2026-07-17 01:00:00,162.369,162.369,162.303,162.307,42,23,0
2026-07-17 01:05:00,162.307,162.331,162.307,162.328,20,17,0
2026-07-17 01:10:00,162.328,162.328,162.315,162.328,239,23,0
2026-07-17 01:15:00,162.328,162.331,162.326,162.33,58,20,0
2026-07-17 01:20:00,162.33,162.348,162.328,162.346,46,25,0
2026-07-17 01:25:00,162.346,162.347,162.343,162.346,38,26,0
2026-07-17 01:30:00,162.346,162.348,162.333,162.345,63,21,0
2026-07-17 01:35:00,162.345,162.347,162.344,162.345,27,27,0
2026-07-17 01:40:00,162.345,162.359,162.345,162.359,79,22,0
2026-07-17 01:45:00,162.359,162.372,162.359,162.368,76,8,0
2026-07-17 01:50:00,162.368,162.371,162.361,162.367,76,4,0
2026-07-17 01:55:00,162.368,162.371,162.353,162.353,37,4,0
2026-07-17 02:00:00,162.353,162.359,162.342,162.359,130,4,0
2026-07-17 02:05:00,162.359,162.371,162.358,162.366,119,4,0
2026-07-17 02:10:00,162.365,162.371,162.353,162.356,144,4,0
2026-07-17 02:15:00,162.356,162.358,162.35,162.357,96,4,0
2026-07-17 02:20:00,162.357,162.357,162.353,162.353,68,4,0
2026-07-17 02:25:00,162.353,162.353,162.33,162.34,72,4,0
2026-07-17 02:30:00,162.34,162.341,162.33,162.335,151,4,0
2026-07-17 02:35:00,162.335,162.335,162.32,162.323,84,4,0
2026-07-17 02:40:00,162.326,162.342,162.325,162.342,77,4,0
2026-07-17 02:45:00,162.342,162.344,162.33,162.338,123,4,0
2026-07-17 02:50:00,162.338,162.359,162.338,162.357,76,4,0
